date_time,PM1d,PM25d,PM10d,PM1p,PM10p,PM25p,pm1diff,pm25diff,pm10diff
2020-05-17 23:00:00,0.014000000000000002,0.9490000000000001,1.7740000000000002,0.18222222222222229,0.8170370370370367,0.522222222222222,-0.16822222222222227,0.42677777777777803,0.9569629629629636
2020-05-18 00:00:00,0.0025,0.8333333333333334,1.5516666666666667,0.12633333333333338,1.285,0.592,-0.12383333333333338,0.2413333333333334,0.26666666666666683
2020-05-18 01:00:00,0.0775,1.2391666666666667,2.1733333333333333,0.1906666666666666,2.3243333333333336,0.8653333333333335,-0.1131666666666666,0.37383333333333324,-0.15100000000000025
2020-05-18 02:00:00,0.5608333333333334,1.8300000000000003,2.84,0.3643333333333335,2.8089999999999993,1.1873333333333338,0.1964999999999999,0.6426666666666665,0.031000000000000583
2020-05-18 03:00:00,0.09249999999999999,1.0016666666666667,1.7858333333333334,0.24633333333333338,2.482666666666667,1.0266666666666668,-0.15383333333333338,-0.025000000000000133,-0.6968333333333334
2020-05-18 04:00:00,0.7391666666666666,1.9508333333333336,3.0058333333333334,0.38499999999999995,2.1999999999999997,0.9916666666666669,0.3541666666666667,0.9591666666666667,0.8058333333333336
2020-05-18 05:00:00,0.715,1.905,2.9141666666666666,0.4976666666666665,1.9240000000000004,1.0966666666666667,0.2173333333333335,0.8083333333333333,0.9901666666666662
2020-05-18 06:00:00,0.9383333333333331,2.3016666666666663,3.5275,0.5376666666666667,2.253666666666666,1.172,0.4006666666666664,1.1296666666666664,1.273833333333334
2020-05-18 07:00:00,0.17750000000000002,1.3458333333333334,2.2791666666666663,0.5323333333333333,2.0733333333333324,1.191,-0.35483333333333333,0.15483333333333338,0.20583333333333398
2020-05-18 08:00:00,0.006666666666666667,0.25166666666666665,0.45833333333333326,0.49899999999999983,1.740333333333333,1.0263333333333333,-0.4923333333333332,-0.7746666666666666,-1.2819999999999998
2020-05-18 09:00:00,0.0,0.0,0.0,0.5076666666666666,1.6843333333333326,1.0770000000000002,-0.5076666666666666,-1.0770000000000002,-1.6843333333333326
2020-05-18 10:00:00,0.0,0.0,0.0,0.4476666666666666,1.6856666666666664,0.9596666666666668,-0.4476666666666666,-0.9596666666666668,-1.6856666666666664
2020-05-18 11:00:00,0.0,0.0,0.0,0.365,1.378666666666667,0.8796666666666667,-0.365,-0.8796666666666667,-1.378666666666667
2020-05-18 12:00:00,0.0,0.0,0.0,0.3003333333333334,1.298666666666666,0.8063333333333335,-0.3003333333333334,-0.8063333333333335,-1.298666666666666
2020-05-18 13:00:00,0.0,0.0,0.0,0.32300000000000006,1.3033333333333337,0.7943333333333336,-0.32300000000000006,-0.7943333333333336,-1.3033333333333337
2020-05-18 14:00:00,0.0,0.0,0.0,0.3456666666666667,1.2630000000000003,0.7956666666666667,-0.3456666666666667,-0.7956666666666667,-1.2630000000000003
2020-05-18 15:00:00,0.0,0.0,0.0,0.5140909090909092,1.5186363636363638,0.9831818181818185,-0.5140909090909092,-0.9831818181818185,-1.5186363636363638
2020-05-18 16:00:00,0.0,0.0016666666666666668,0.0016666666666666668,0.09333333333333332,0.895,0.3583333333333334,-0.09333333333333332,-0.35666666666666674,-0.8933333333333333
2020-05-18 17:00:00,0.0,0.0,0.0,90.93461538461533,131.8353846153846,86.67692307692302,-90.93461538461533,-86.67692307692302,-131.8353846153846
