local_timestamp,datetime,node_id,pm_pct_fs,epoch,julian_day,CO2_QC_level,PM_QC_level,CO2_ppm,PM_ug/m3
2017-11-21 04:00:00,2017-11-21 12:00:00,56,0.25534,1511265600.0,325.5,1,2,-999,5.2631223
2017-11-21 05:00:00,2017-11-21 13:00:00,56,0.21816,1511269200.0,325.5416666666667,1a,2,459.2,4.5604203
2017-11-21 06:00:00,2017-11-21 14:00:00,56,0.23042,1511272800.0,325.5833333333333,1,2,-999,4.7921343
2017-11-21 07:00:00,2017-11-21 15:00:00,56,0.18634,1511276400.0,325.625,1a,2,447.9,3.9590223
2017-11-21 08:00:00,2017-11-21 16:00:00,56,0.18591,1511280000.0,325.6666666666667,1a,2,453.2,3.950895299999999
2017-11-21 09:00:00,2017-11-21 17:00:00,56,0.208,1511283600.0,325.7083333333333,1a,2,462.5,4.3683963
2017-11-21 10:00:00,2017-11-21 18:00:00,56,0.23901,1511287200.0,325.75,1a,2,454.9,4.9544853
2017-11-21 11:00:00,2017-11-21 19:00:00,56,0.23738,1511290800.0,325.7916666666667,1,2,-999,4.912867499999999
2017-11-21 12:00:00,2017-11-21 20:00:00,56,0.18082,1511294400.0,325.8333333333333,1a,2,457.7,3.8438834999999996
2017-11-21 13:00:00,2017-11-21 21:00:00,56,0.12798,1511298000.0,325.875,1a,2,452.6,2.8452075
2017-11-21 14:00:00,2017-11-21 22:00:00,56,0.15306,1511301600.0,325.9166666666667,1a,2,441.6,3.3192194999999995
2017-11-21 15:00:00,2017-11-21 23:00:00,56,0.15767,1511305200.0,325.9583333333333,1a,2,447.0,3.4063484999999996
2017-11-21 16:00:00,2017-11-22 00:00:00,56,0.1198,1511308800.0,326.0,1a,2,443.6,2.6906054999999998
2017-11-21 17:00:00,2017-11-22 01:00:00,56,0.12981,1511312400.0,326.0416666666667,1a,2,435.6,2.8797945
2017-11-21 18:00:00,2017-11-22 02:00:00,56,0.15723,1511316000.0,326.0833333333333,1a,2,424.5,3.3980325
2017-11-21 19:00:00,2017-11-22 03:00:00,56,0.10709,1511319600.0,326.125,1,2,-999,2.4503864999999996
2017-11-21 20:00:00,2017-11-22 04:00:00,56,0.12343,1511323200.0,326.1666666666667,1a,2,424.3,2.7592125
2017-11-21 21:00:00,2017-11-22 05:00:00,56,0.12806,1511326800.0,326.2083333333333,1a,2,436.3,2.8467195
2017-11-21 22:00:00,2017-11-22 06:00:00,56,0.13775,1511330400.0,326.25,1a,2,442.3,3.0298605
2017-11-21 23:00:00,2017-11-22 07:00:00,56,0.13238,1511334000.0,326.2916666666667,1a,2,437.2,2.9283675
2017-11-22 00:00:00,2017-11-22 08:00:00,56,0.13891,1511337600.0,326.3333333333333,1a,2,441.9,3.0517844999999997
2017-11-22 01:00:00,2017-11-22 09:00:00,56,0.2578,1511341200.0,326.375,1a,2,441.1,5.2988054999999985
2017-11-22 02:00:00,2017-11-22 10:00:00,56,0.29298,1511344800.0,326.4166666666667,1a,2,444.5,5.9745183
2017-11-22 03:00:00,2017-11-22 11:00:00,56,0.31306,1511348400.0,326.4583333333333,1,2,-999,6.3540303
2017-11-22 04:00:00,2017-11-22 12:00:00,56,0.28584,1511352000.0,326.5,1,2,-999,5.8395722999999995
2017-11-22 05:00:00,2017-11-22 13:00:00,56,0.37001,1511355600.0,326.5416666666667,1a,2,452.2,7.430385299999999
2017-11-22 06:00:00,2017-11-22 14:00:00,56,0.35138,1511359200.0,326.5833333333333,1,2,-999,7.0782783
2017-11-22 07:00:00,2017-11-22 15:00:00,56,0.27038,1511362800.0,326.625,1a,2,466.0,5.5473783
2017-11-22 08:00:00,2017-11-22 16:00:00,56,0.18854,1511366400.0,326.6666666666667,1a,2,449.9,4.0006023
2017-11-22 09:00:00,2017-11-22 17:00:00,56,0.31842,1511370000.0,326.7083333333333,1a,2,488.5,6.4553343
2017-11-22 10:00:00,2017-11-22 18:00:00,56,0.35759,1511373600.0,326.75,1,2,-999,7.1956473
2017-11-22 11:00:00,2017-11-22 19:00:00,56,0.34969,1511377200.0,326.7916666666667,1a,2,485.7,7.046337299999999
2017-11-22 12:00:00,2017-11-22 20:00:00,56,0.35641,1511380800.0,326.8333333333333,1a,2,473.0,7.173345299999999
2017-11-22 13:00:00,2017-11-22 21:00:00,56,0.308,1511384400.0,326.875,1,2,-999,6.258396299999999
2017-11-22 14:00:00,2017-11-22 22:00:00,56,0.32128,1511388000.0,326.9166666666667,1a,2,468.3,6.5093882999999995
2017-11-22 15:00:00,2017-11-22 23:00:00,56,0.17793,1511391600.0,326.9583333333333,1,2,-999,3.8000732999999993
2017-11-22 16:00:00,2017-11-23 00:00:00,56,0.19135,1511395200.0,327.0,1a,2,448.4,4.0537113
2017-11-22 17:00:00,2017-11-23 01:00:00,56,0.19259,1511398800.0,327.0416666666667,1a,2,458.7,4.0771473
2017-11-22 18:00:00,2017-11-23 02:00:00,56,0.18409,1511402400.0,327.0833333333333,1a,2,449.0,3.9164972999999996
2017-11-22 19:00:00,2017-11-23 03:00:00,56,0.13924,1511406000.0,327.125,1a,2,450.1,3.0688322999999995
2017-11-22 20:00:00,2017-11-23 04:00:00,56,0.16345,1511409600.0,327.1666666666667,1a,2,447.5,3.5264013
2017-11-22 21:00:00,2017-11-23 05:00:00,56,0.17633,1511413200.0,327.2083333333333,1a,2,452.0,3.7698332999999993
2017-11-22 22:00:00,2017-11-23 06:00:00,56,0.14114,1511416800.0,327.25,1a,2,453.5,3.1047423
2017-11-22 23:00:00,2017-11-23 07:00:00,56,0.17963,1511420400.0,327.2916666666667,1,2,-999,3.8322032999999998
2017-11-23 00:00:00,2017-11-23 08:00:00,56,0.12462,1511424000.0,327.3333333333333,1,2,-999,2.7925142999999997
2017-11-23 01:00:00,2017-11-23 09:00:00,56,0.14803,1511427600.0,327.375,1a,2,446.2,3.2349632999999995
2017-11-23 02:00:00,2017-11-23 10:00:00,56,0.20843,1511431200.0,327.4166666666667,1a,2,443.4,4.3765233
2017-11-23 03:00:00,2017-11-23 11:00:00,56,0.16599,1511434800.0,327.4583333333333,1a,2,442.7,3.5744073
