unix_time,value
1483716180.0,nan
1483718580.0,nan
1483720980.0,nan
1483723380.0,nan
1483725780.0,nan
1483728180.0,nan
1483730580.0,nan
1483732980.0,nan
1483735380.0,nan
1483737780.0,nan
1483740180.0,nan
1483742580.0,nan
1483744980.0,nan
1483747380.0,nan
1483749780.0,nan
1483752180.0,nan
1483754580.0,nan
1483756980.0,nan
1483759380.0,nan
1483761780.0,nan
1483764180.0,nan
1483766580.0,nan
1483768980.0,nan
1483771380.0,nan
1483773780.0,nan
1483776180.0,nan
1483778580.0,nan
1483780980.0,nan
1483783380.0,nan
1483785780.0,nan
1483788180.0,nan
1483790580.0,nan
1483792980.0,nan
1483795380.0,nan
1483797780.0,nan
1483800180.0,nan
1483802580.0,nan
1483804980.0,nan
1483807380.0,nan
1483809780.0,nan
1483812180.0,nan
1483814580.0,nan
1483816980.0,nan
1483819380.0,nan
1483821780.0,nan
1483824180.0,nan
1483826580.0,nan
1483828980.0,nan
1483831380.0,nan
1483833780.0,nan
1483836180.0,nan
1483838580.0,nan
1483840980.0,nan
1483843380.0,nan
1483845780.0,nan
1483848180.0,nan
1483850580.0,nan
1483852980.0,nan
1483855380.0,nan
1483857780.0,nan
1483860180.0,nan
1483862580.0,nan
1483864980.0,nan
1483867380.0,nan
1483869780.0,nan
1483872180.0,nan
1483874580.0,nan
1483876980.0,nan
1483879380.0,nan
1483881780.0,nan
1483884180.0,nan
1483886580.0,nan
1483888980.0,nan
1483891380.0,nan
1483893780.0,nan
1483896180.0,nan
1483898580.0,nan
1483900980.0,nan
1483903380.0,nan
1483905780.0,nan
1483908180.0,nan
1483910580.0,nan
1483912980.0,nan
1483915380.0,nan
1483917780.0,nan
1483920180.0,nan
1483922580.0,nan
1483924980.0,nan
1483927380.0,nan
1483929780.0,nan
1483932180.0,nan
1483934580.0,nan
1483936980.0,nan
1483939380.0,nan
1483941780.0,nan
1483944180.0,nan
1483946580.0,nan
1483948980.0,nan
1483951380.0,nan
1483953780.0,nan
1483956180.0,nan
1483958580.0,nan
1483960980.0,nan
1483963380.0,nan
1483965780.0,nan
1483968180.0,nan
1483970580.0,nan
1483972980.0,nan
1483975380.0,nan
1483977780.0,nan
1483980180.0,nan
1483982580.0,nan
1483984980.0,nan
1483987380.0,nan
1483989780.0,nan
1483992180.0,nan
1483994580.0,nan
1483996980.0,nan
1483999380.0,nan
1484001780.0,nan
1484004180.0,nan
1484006580.0,nan
1484008980.0,nan
1484011380.0,nan
1484013780.0,nan
1484016180.0,nan
1484018580.0,nan
1484020980.0,nan
1484023380.0,nan
1484025780.0,nan
1484028180.0,nan
1484030580.0,nan
1484032980.0,nan
1484035380.0,nan
1484037780.0,nan
1484040180.0,nan
1484042580.0,nan
1484044980.0,nan
1484047380.0,nan
1484049780.0,nan
1484052180.0,nan
1484054580.0,nan
1484056980.0,nan
1484059380.0,nan
1484061780.0,nan
1484064180.0,nan
1484066580.0,nan
1484068980.0,nan
1484071380.0,nan
1484073780.0,nan
1484076180.0,nan
1484078580.0,nan
1484080980.0,nan
1484083380.0,nan
1484085780.0,nan
1484088180.0,nan
1484090580.0,nan
1484092980.0,nan
1484095380.0,nan
1484097780.0,nan
1484100180.0,nan
1484102580.0,nan
1484104980.0,nan
1484107380.0,nan
1484109780.0,nan
1484112180.0,nan
1484114580.0,nan
1484116980.0,nan
1484119380.0,nan
1484121780.0,nan
1484124180.0,nan
1484126580.0,nan
1484128980.0,nan
1484131380.0,nan
1484133780.0,nan
1484136180.0,nan
1484138580.0,nan
1484140980.0,nan
1484143380.0,nan
1484145780.0,nan
1484148180.0,nan
1484150580.0,nan
1484152980.0,nan
1484155380.0,nan
1484157780.0,nan
1484160180.0,nan
1484162580.0,nan
1484164980.0,nan
1484167380.0,nan
1484169780.0,nan
1484172180.0,nan
1484174580.0,nan
1484176980.0,nan
1484179380.0,nan
1484181780.0,nan
1484184180.0,nan
1484186580.0,nan
1484188980.0,nan
1484191380.0,nan
1484193780.0,nan
1484196180.0,nan
1484198580.0,nan
1484200980.0,nan
1484203380.0,nan
1484205780.0,nan
1484208180.0,nan
1484210580.0,nan
1484212980.0,nan
1484215380.0,nan
1484217780.0,nan
1484220180.0,nan
1484222580.0,nan
1484224980.0,nan
1484227380.0,nan
1484229780.0,nan
1484232180.0,nan
1484234580.0,nan
1484236980.0,nan
1484239380.0,nan
1484241780.0,nan
1484244180.0,nan
1484246580.0,nan
1484248980.0,nan
1484251380.0,nan
1484253780.0,nan
1484256180.0,nan
1484258580.0,nan
1484260980.0,nan
1484263380.0,nan
1484265780.0,nan
1484268180.0,nan
1484270580.0,nan
1484272980.0,nan
1484275380.0,nan
1484277780.0,nan
1484280180.0,nan
1484282580.0,nan
1484284980.0,nan
1484287380.0,nan
1484289780.0,nan
1484292180.0,nan
1484294580.0,nan
1484296980.0,nan
1484299380.0,nan
1484301780.0,nan
1484304180.0,nan
1484306580.0,nan
1484308980.0,nan
1484311380.0,nan
1484313780.0,nan
1484316180.0,nan
1484318580.0,nan
1484320980.0,nan
1484323380.0,nan
1484325780.0,nan
1484328180.0,nan
1484330580.0,nan
1484332980.0,nan
1484335380.0,nan
1484337780.0,nan
1484340180.0,nan
1484342580.0,nan
1484344980.0,nan
1484347380.0,nan
1484349780.0,nan
1484352180.0,nan
1484354580.0,nan
1484356980.0,nan
1484359380.0,nan
1484361780.0,nan
1484364180.0,nan
1484366580.0,nan
1484368980.0,nan
1484371380.0,nan
1484373780.0,nan
1484376180.0,nan
1484378580.0,nan
1484380980.0,nan
1484383380.0,nan
1484385780.0,nan
1484388180.0,nan
1484390580.0,nan
1484392980.0,nan
1484395380.0,nan
1484397780.0,nan
1484400180.0,nan
1484402580.0,nan
1484404980.0,nan
1484407380.0,nan
1484409780.0,nan
1484412180.0,nan
1484414580.0,nan
1484416980.0,nan
1484419380.0,nan
1484421780.0,nan
1484424180.0,nan
1484426580.0,nan
1484428980.0,nan
1484431380.0,nan
1484433780.0,nan
1484436180.0,nan
1484438580.0,nan
1484440980.0,nan
1484443380.0,nan
1484445780.0,nan
1484448180.0,nan
1484450580.0,nan
1484452980.0,nan
1484455380.0,nan
1484457780.0,nan
1484460180.0,nan
1484462580.0,nan
1484464980.0,nan
1484467380.0,nan
1484469780.0,nan
1484472180.0,nan
1484474580.0,nan
1484476980.0,nan
1484479380.0,nan
1484481780.0,nan
1484484180.0,nan
1484486580.0,nan
1484488980.0,nan
1484491380.0,nan
1484493780.0,nan
1484496180.0,nan
1484498580.0,nan
1484500980.0,nan
1484503380.0,nan
1484505780.0,nan
1484508180.0,nan
1484510580.0,nan
1484512980.0,nan
1484515380.0,nan
1484517780.0,nan
1484520180.0,nan
1484522580.0,nan
1484524980.0,nan
1484527380.0,nan
1484529780.0,nan
1484532180.0,nan
1484534580.0,nan
1484536980.0,nan
1484539380.0,nan
1484541780.0,nan
1484544180.0,nan
1484546580.0,nan
1484548980.0,nan
1484551380.0,nan
1484553780.0,nan
1484556180.0,nan
1484558580.0,nan
1484560980.0,nan
1484563380.0,nan
1484565780.0,nan
1484568180.0,nan
1484570580.0,nan
1484572980.0,nan
1484575380.0,nan
1484577780.0,nan
1484580180.0,nan
1484582580.0,nan
1484584980.0,nan
1484587380.0,nan
1484589780.0,nan
1484592180.0,nan
1484594580.0,nan
1484596980.0,nan
1484599380.0,nan
1484601780.0,nan
1484604180.0,nan
1484606580.0,nan
1484608980.0,nan
1484611380.0,nan
1484613780.0,nan
1484616180.0,nan
1484618580.0,nan
1484620980.0,nan
1484623380.0,nan
1484625780.0,nan
1484628180.0,nan
1484630580.0,nan
1484632980.0,nan
1484635380.0,nan
1484637780.0,nan
1484640180.0,nan
1484642580.0,nan
1484644980.0,nan
1484647380.0,nan
1484649780.0,nan
1484652180.0,nan
1484654580.0,nan
1484656980.0,nan
1484659380.0,nan
1484661780.0,nan
1484664180.0,nan
1484666580.0,nan
1484668980.0,nan
1484671380.0,nan
1484673780.0,nan
1484676180.0,nan
1484678580.0,nan
1484680980.0,nan
1484683380.0,nan
1484685780.0,nan
1484688180.0,nan
1484690580.0,nan
1484692980.0,nan
1484695380.0,nan
1484697780.0,nan
1484700180.0,nan
1484702580.0,nan
1484704980.0,nan
1484707380.0,nan
1484709780.0,nan
1484712180.0,nan
1484714580.0,nan
1484716980.0,nan
1484719380.0,nan
1484721780.0,nan
1484724180.0,nan
1484726580.0,nan
1484728980.0,nan
1484731380.0,nan
1484733780.0,nan
1484736180.0,nan
1484738580.0,nan
1484740980.0,nan
1484743380.0,nan
1484745780.0,nan
1484748180.0,nan
1484750580.0,nan
1484752980.0,nan
1484755380.0,nan
1484757780.0,nan
1484760180.0,nan
1484762580.0,nan
1484764980.0,nan
1484767380.0,nan
1484769780.0,nan
1484772180.0,nan
1484774580.0,nan
1484776980.0,nan
1484779380.0,nan
1484781780.0,nan
1484784180.0,nan
1484786580.0,nan
1484788980.0,nan
1484791380.0,nan
1484793780.0,nan
1484796180.0,nan
1484798580.0,nan
1484800980.0,nan
1484803380.0,nan
1484805780.0,nan
1484808180.0,nan
1484810580.0,nan
1484812980.0,nan
1484815380.0,nan
1484817780.0,nan
1484820180.0,nan
1484822580.0,nan
1484824980.0,nan
1484827380.0,nan
1484829780.0,nan
1484832180.0,nan
1484834580.0,nan
1484836980.0,nan
1484839380.0,nan
1484841780.0,nan
1484844180.0,nan
1484846580.0,nan
1484848980.0,nan
1484851380.0,nan
1484853780.0,nan
1484856180.0,nan
1484858580.0,nan
1484860980.0,nan
1484863380.0,nan
1484865780.0,nan
1484868180.0,nan
1484870580.0,nan
1484872980.0,nan
1484875380.0,nan
1484877780.0,nan
1484880180.0,nan
1484882580.0,nan
1484884980.0,nan
1484887380.0,nan
1484889780.0,nan
1484892180.0,nan
1484894580.0,nan
1484896980.0,nan
1484899380.0,nan
1484901780.0,nan
1484904180.0,nan
1484906580.0,nan
1484908980.0,nan
1484911380.0,nan
1484913780.0,nan
1484916180.0,nan
1484918580.0,nan
1484920980.0,nan
1484923380.0,nan
1484925780.0,nan
1484928180.0,nan
1484930580.0,nan
1484932980.0,nan
1484935380.0,nan
1484937780.0,nan
1484940180.0,nan
1484942580.0,nan
1484944980.0,nan
1484947380.0,nan
1484949780.0,nan
1484952180.0,nan
1484954580.0,nan
1484956980.0,nan
1484959380.0,nan
1484961780.0,nan
1484964180.0,nan
1484966580.0,nan
1484968980.0,nan
1484971380.0,nan
1484973780.0,nan
1484976180.0,nan
1484978580.0,nan
1484980980.0,nan
1484983380.0,nan
1484985780.0,nan
1484988180.0,nan
1484990580.0,nan
1484992980.0,nan
1484995380.0,nan
1484997780.0,nan
1485000180.0,nan
1485002580.0,nan
1485004980.0,nan
1485007380.0,nan
1485009780.0,nan
1485012180.0,nan
1485014580.0,nan
1485016980.0,nan
1485019380.0,nan
1485021780.0,nan
1485024180.0,nan
1485026580.0,nan
1485028980.0,nan
1485031380.0,nan
1485033780.0,nan
1485036180.0,nan
1485038580.0,nan
1485040980.0,nan
1485043380.0,nan
1485045780.0,nan
1485048180.0,nan
1485050580.0,nan
1485052980.0,nan
1485055380.0,nan
1485057780.0,nan
1485060180.0,nan
1485062580.0,nan
1485064980.0,nan
1485067380.0,nan
1485069780.0,nan
1485072180.0,nan
1485074580.0,nan
1485076980.0,nan
1485079380.0,nan
1485081780.0,nan
1485084180.0,nan
1485086580.0,nan
1485088980.0,nan
1485091380.0,nan
1485093780.0,nan
1485096180.0,nan
1485098580.0,nan
1485100980.0,nan
1485103380.0,nan
1485105780.0,nan
1485108180.0,nan
1485110580.0,nan
1485112980.0,nan
1485115380.0,nan
1485117780.0,nan
1485120180.0,nan
1485122580.0,nan
1485124980.0,nan
1485127380.0,nan
1485129780.0,nan
1485132180.0,nan
1485134580.0,nan
1485136980.0,nan
1485139380.0,nan
1485141780.0,nan
1485144180.0,nan
1485146580.0,nan
1485148980.0,nan
1485151380.0,nan
1485153780.0,nan
1485156180.0,nan
1485158580.0,nan
1485160980.0,nan
1485163380.0,nan
1485165780.0,nan
1485168180.0,nan
1485170580.0,nan
1485172980.0,nan
1485175380.0,nan
1485177780.0,nan
1485180180.0,nan
1485182580.0,nan
1485184980.0,nan
1485187380.0,nan
1485189780.0,nan
1485192180.0,nan
1485194580.0,nan
1485196980.0,nan
1485199380.0,nan
1485201780.0,nan
1485204180.0,nan
1485206580.0,nan
1485208980.0,nan
1485211380.0,nan
1485213780.0,nan
1485216180.0,nan
1485218580.0,nan
1485220980.0,nan
1485223380.0,nan
1485225780.0,nan
1485228180.0,nan
1485230580.0,nan
1485232980.0,nan
1485235380.0,nan
1485237780.0,nan
1485240180.0,nan
1485242580.0,nan
1485244980.0,nan
1485247380.0,nan
1485249780.0,nan
1485252180.0,nan
1485254580.0,nan
1485256980.0,nan
1485259380.0,nan
1485261780.0,nan
1485264180.0,nan
1485266580.0,nan
1485268980.0,nan
1485271380.0,nan
1485273780.0,nan
1485276180.0,nan
1485278580.0,nan
1485280980.0,nan
1485283380.0,nan
1485285780.0,nan
1485288180.0,nan
1485290580.0,nan
1485292980.0,nan
1485295380.0,nan
1485297780.0,nan
1485300180.0,nan
1485302580.0,nan
1485304980.0,nan
1485307380.0,nan
1485309780.0,nan
1485312180.0,nan
1485314580.0,nan
1485316980.0,nan
1485319380.0,nan
1485321780.0,nan
1485324180.0,nan
1485326580.0,nan
1485328980.0,nan
1485331380.0,nan
1485333780.0,nan
1485336180.0,nan
1485338580.0,nan
1485340980.0,nan
1485343380.0,nan
1485345780.0,nan
1485348180.0,nan
1485350580.0,nan
1485352980.0,nan
1485355380.0,nan
1485357780.0,nan
1485360180.0,nan
1485362580.0,nan
1485364980.0,nan
1485367380.0,nan
1485369780.0,nan
1485372180.0,nan
1485374580.0,nan
1485376980.0,nan
1485379380.0,nan
1485381780.0,nan
1485384180.0,nan
1485386580.0,nan
1485388980.0,nan
1485391380.0,nan
1485393780.0,nan
1485396180.0,nan
1485398580.0,nan
1485400980.0,nan
1485403380.0,nan
1485405780.0,nan
1485408180.0,nan
1485410580.0,nan
1485412980.0,nan
1485415380.0,nan
1485417780.0,nan
1485420180.0,nan
1485422580.0,nan
1485424980.0,nan
1485427380.0,nan
1485429780.0,nan
1485432180.0,nan
1485434580.0,nan
1485436980.0,nan
1485439380.0,nan
1485441780.0,nan
1485444180.0,nan
1485446580.0,nan
1485448980.0,nan
1485451380.0,nan
1485453780.0,nan
1485456180.0,nan
1485458580.0,nan
1485460980.0,nan
1485463380.0,nan
1485465780.0,nan
1485468180.0,nan
1485470580.0,nan
1485472980.0,nan
1485475380.0,nan
1485477780.0,nan
1485480180.0,nan
1485482580.0,nan
1485484980.0,nan
1485487380.0,nan
1485489780.0,nan
1485492180.0,nan
1485494580.0,nan
1485496980.0,nan
1485499380.0,nan
1485501780.0,nan
1485504180.0,nan
1485506580.0,nan
1485508980.0,nan
1485511380.0,nan
1485513780.0,nan
1485516180.0,nan
1485518580.0,nan
1485520980.0,nan
1485523380.0,nan
1485525780.0,nan
1485528180.0,nan
1485530580.0,nan
1485532980.0,nan
1485535380.0,nan
1485537780.0,nan
1485540180.0,nan
1485542580.0,nan
1485544980.0,nan
1485547380.0,nan
1485549780.0,nan
1485552180.0,nan
1485554580.0,nan
1485556980.0,nan
1485559380.0,nan
1485561780.0,nan
1485564180.0,nan
1485566580.0,nan
1485568980.0,nan
1485571380.0,nan
1485573780.0,nan
1485576180.0,nan
1485578580.0,nan
1485580980.0,nan
1485583380.0,nan
1485585780.0,nan
1485588180.0,nan
1485590580.0,nan
1485592980.0,nan
1485595380.0,nan
1485597780.0,nan
1485600180.0,nan
1485602580.0,nan
1485604980.0,nan
1485607380.0,nan
1485609780.0,nan
1485612180.0,nan
1485614580.0,nan
1485616980.0,nan
1485619380.0,nan
1485621780.0,nan
1485624180.0,nan
1485626580.0,nan
1485628980.0,nan
1485631380.0,nan
1485633780.0,nan
1485636180.0,nan
1485638580.0,nan
1485640980.0,nan
1485643380.0,nan
1485645780.0,nan
1485648180.0,nan
1485650580.0,nan
1485652980.0,nan
1485655380.0,nan
1485657780.0,nan
1485660180.0,nan
1485662580.0,nan
1485664980.0,nan
1485667380.0,nan
1485669780.0,nan
1485672180.0,nan
1485674580.0,nan
1485676980.0,nan
1485679380.0,nan
1485681780.0,nan
1485684180.0,nan
1485686580.0,nan
1485688980.0,nan
1485691380.0,nan
1485693780.0,nan
1485696180.0,nan
1485698580.0,nan
1485700980.0,nan
1485703380.0,nan
1485705780.0,nan
1485708180.0,nan
1485710580.0,nan
1485712980.0,nan
1485715380.0,nan
1485717780.0,nan
1485720180.0,nan
1485722580.0,nan
1485724980.0,nan
1485727380.0,nan
1485729780.0,nan
1485732180.0,nan
1485734580.0,nan
1485736980.0,nan
1485739380.0,nan
1485741780.0,nan
1485744180.0,nan
1485746580.0,nan
1485748980.0,nan
1485751380.0,nan
1485753780.0,nan
1485756180.0,nan
1485758580.0,nan
1485760980.0,nan
1485763380.0,nan
1485765780.0,nan
1485768180.0,nan
1485770580.0,nan
1485772980.0,nan
1485775380.0,nan
1485777780.0,nan
1485780180.0,nan
1485782580.0,nan
1485784980.0,nan
1485787380.0,nan
1485789780.0,nan
1485792180.0,nan
1485794580.0,nan
1485796980.0,nan
1485799380.0,nan
1485801780.0,nan
1485804180.0,nan
1485806580.0,nan
1485808980.0,nan
1485811380.0,nan
1485813780.0,nan
1485816180.0,nan
1485818580.0,nan
1485820980.0,nan
1485823380.0,nan
1485825780.0,nan
1485828180.0,nan
1485830580.0,nan
1485832980.0,nan
1485835380.0,nan
1485837780.0,nan
1485840180.0,nan
1485842580.0,nan
1485844980.0,nan
1485847380.0,nan
1485849780.0,nan
1485852180.0,nan
1485854580.0,nan
1485856980.0,nan
1485859380.0,nan
1485861780.0,nan
1485864180.0,nan
1485866580.0,nan
1485868980.0,nan
1485871380.0,nan
1485873780.0,nan
1485876180.0,nan
1485878580.0,nan
1485880980.0,nan
1485883380.0,nan
1485885780.0,nan
1485888180.0,nan
1485890580.0,nan
1485892980.0,nan
1485895380.0,nan
1485897780.0,nan
1485900180.0,nan
1485902580.0,nan
1485904980.0,nan
1485907380.0,nan
1485909780.0,nan
1485912180.0,nan
1485914580.0,nan
1485916980.0,nan
1485919380.0,nan
1485921780.0,nan
1485924180.0,nan
1485926580.0,nan
1485928980.0,nan
1485931380.0,nan
1485933780.0,nan
1485936180.0,nan
1485938580.0,nan
1485940980.0,nan
1485943380.0,nan
1485945780.0,nan
1485948180.0,nan
1485950580.0,nan
1485952980.0,nan
1485955380.0,nan
1485957780.0,nan
1485960180.0,nan
1485962580.0,nan
1485964980.0,nan
1485967380.0,nan
1485969780.0,nan
1485972180.0,nan
1485974580.0,nan
1485976980.0,nan
1485979380.0,nan
1485981780.0,nan
1485984180.0,nan
1485986580.0,nan
1485988980.0,nan
1485991380.0,nan
1485993780.0,nan
1485996180.0,nan
1485998580.0,nan
1486000980.0,nan
1486003380.0,nan
1486005780.0,nan
1486008180.0,nan
1486010580.0,nan
1486012980.0,nan
1486015380.0,nan
1486017780.0,nan
1486020180.0,nan
1486022580.0,nan
1486024980.0,nan
1486027380.0,nan
1486029780.0,nan
1486032180.0,nan
1486034580.0,nan
1486036980.0,nan
1486039380.0,nan
1486041780.0,nan
1486044180.0,nan
1486046580.0,nan
1486048980.0,nan
1486051380.0,nan
1486053780.0,nan
1486056180.0,nan
1486058580.0,nan
1486060980.0,nan
1486063380.0,nan
1486065780.0,nan
1486068180.0,nan
1486070580.0,nan
1486072980.0,nan
1486075380.0,nan
1486077780.0,nan
1486080180.0,nan
1486082580.0,nan
1486084980.0,nan
1486087380.0,nan
1486089780.0,nan
1486092180.0,nan
1486094580.0,nan
1486096980.0,nan
1486099380.0,nan
1486101780.0,nan
1486104180.0,nan
1486106580.0,nan
1486108980.0,nan
1486111380.0,nan
1486113780.0,nan
1486116180.0,nan
1486118580.0,nan
1486120980.0,nan
1486123380.0,nan
1486125780.0,nan
1486128180.0,nan
1486130580.0,nan
1486132980.0,nan
1486135380.0,nan
1486137780.0,nan
1486140180.0,nan
1486142580.0,nan
1486144980.0,nan
1486147380.0,nan
1486149780.0,nan
1486152180.0,nan
1486154580.0,nan
1486156980.0,nan
1486159380.0,nan
1486161780.0,nan
1486164180.0,nan
1486166580.0,nan
1486168980.0,nan
1486171380.0,nan
1486173780.0,nan
1486176180.0,nan
1486178580.0,nan
1486180980.0,nan
1486183380.0,nan
1486185780.0,nan
1486188180.0,nan
1486190580.0,nan
1486192980.0,nan
1486195380.0,nan
1486197780.0,nan
1486200180.0,nan
1486202580.0,nan
1486204980.0,nan
1486207380.0,nan
1486209780.0,nan
1486212180.0,nan
1486214580.0,nan
1486216980.0,nan
1486219380.0,nan
1486221780.0,nan
1486224180.0,nan
1486226580.0,nan
1486228980.0,nan
1486231380.0,nan
1486233780.0,nan
1486236180.0,nan
1486238580.0,nan
1486240980.0,nan
1486243380.0,nan
1486245780.0,nan
1486248180.0,nan
1486250580.0,nan
1486252980.0,nan
1486255380.0,nan
1486257780.0,nan
1486260180.0,nan
1486262580.0,nan
1486264980.0,nan
1486267380.0,nan
1486269780.0,nan
1486272180.0,nan
1486274580.0,nan
1486276980.0,nan
1486279380.0,nan
1486281780.0,nan
1486284180.0,nan
1486286580.0,nan
1486288980.0,nan
1486291380.0,nan
1486293780.0,nan
1486296180.0,nan
1486298580.0,nan
1486300980.0,nan
1486303380.0,nan
1486305780.0,nan
1486308180.0,nan
1486310580.0,nan
1486312980.0,nan
1486315380.0,nan
1486317780.0,nan
1486320180.0,nan
1486322580.0,nan
1486324980.0,nan
1486327380.0,nan
1486329780.0,nan
1486332180.0,nan
1486334580.0,nan
1486336980.0,nan
1486339380.0,nan
1486341780.0,nan
1486344180.0,nan
1486346580.0,nan
1486348980.0,nan
1486351380.0,nan
1486353780.0,nan
1486356180.0,nan
1486358580.0,nan
1486360980.0,nan
1486363380.0,nan
1486365780.0,nan
1486368180.0,nan
1486370580.0,nan
1486372980.0,nan
1486375380.0,nan
1486377780.0,nan
1486380180.0,nan
1486382580.0,nan
1486384980.0,nan
1486387380.0,nan
1486389780.0,nan
1486392180.0,nan
1486394580.0,nan
1486396980.0,nan
1486399380.0,nan
1486401780.0,nan
1486404180.0,nan
1486406580.0,nan
1486408980.0,nan
1486411380.0,nan
1486413780.0,nan
1486416180.0,nan
1486418580.0,nan
1486420980.0,nan
1486423380.0,nan
1486425780.0,nan
1486428180.0,nan
1486430580.0,nan
1486432980.0,nan
1486435380.0,nan
1486437780.0,nan
1486440180.0,nan
1486442580.0,nan
1486444980.0,nan
1486447380.0,nan
1486449780.0,nan
1486452180.0,nan
1486454580.0,nan
1486456980.0,nan
1486459380.0,nan
1486461780.0,nan
1486464180.0,nan
1486466580.0,nan
1486468980.0,nan
1486471380.0,nan
1486473780.0,nan
1486476180.0,nan
1486478580.0,nan
1486480980.0,nan
1486483380.0,nan
1486485780.0,nan
1486488180.0,nan
1486490580.0,nan
1486492980.0,nan
1486495380.0,nan
1486497780.0,nan
1486500180.0,nan
1486502580.0,nan
1486504980.0,nan
1486507380.0,nan
1486509780.0,nan
1486512180.0,nan
1486514580.0,nan
1486516980.0,nan
1486519380.0,nan
1486521780.0,nan
1486524180.0,nan
1486526580.0,nan
1486528980.0,nan
1486531380.0,nan
1486533780.0,nan
1486536180.0,nan
1486538580.0,nan
1486540980.0,nan
1486543380.0,nan
1486545780.0,nan
1486548180.0,nan
1486550580.0,nan
1486552980.0,nan
1486555380.0,nan
1486557780.0,nan
1486560180.0,nan
1486562580.0,nan
1486564980.0,nan
1486567380.0,nan
1486569780.0,nan
1486572180.0,nan
1486574580.0,nan
1486576980.0,nan
1486579380.0,nan
1486581780.0,nan
1486584180.0,nan
1486586580.0,nan
1486588980.0,nan
1486591380.0,nan
1486593780.0,nan
1486596180.0,nan
1486598580.0,nan
1486600980.0,nan
1486603380.0,nan
1486605780.0,nan
1486608180.0,nan
1486610580.0,nan
1486612980.0,nan
1486615380.0,nan
