date_time,PM1d,PM25d,PM10d,PM1p,PM10p,PM25p,pm1diff,pm25diff,pm10diff
2020-03-28 09:00:00,12.403333333333334,17.131666666666668,22.07166666666667,11.012999999999996,22.163000000000004,19.388000000000012,1.3903333333333379,-2.2563333333333446,-0.09133333333333482
2020-03-28 10:00:00,13.343333333333335,18.253333333333334,23.400833333333328,11.384333333333334,23.416666666666668,20.181666666666672,1.9590000000000014,-1.9283333333333381,-0.01583333333334025
2020-03-28 11:00:00,14.089999999999998,19.106666666666666,24.51,11.761666666666667,23.705333333333336,20.842666666666663,2.3283333333333314,-1.735999999999997,0.804666666666666
2020-03-28 12:00:00,14.209166666666667,19.217499999999998,24.900833333333335,11.935666666666666,24.64066666666668,21.799999999999997,2.2735000000000003,-2.5824999999999996,0.260166666666656
2020-03-28 13:00:00,13.512499999999998,18.543333333333333,23.715833333333336,11.938666666666668,24.38733333333334,21.35699999999999,1.5738333333333294,-2.8136666666666557,-0.6715000000000053
2020-03-28 14:00:00,13.544166666666667,18.646666666666665,24.189166666666665,12.794333333333336,26.75133333333333,23.30933333333333,0.7498333333333314,-4.6626666666666665,-2.5621666666666663
2020-03-28 15:00:00,19.31833333333333,26.290000000000003,34.281666666666666,16.996666666666673,35.49833333333334,30.535333333333334,2.3216666666666583,-4.245333333333331,-1.2166666666666757
2020-03-28 16:00:00,15.815,21.8475,28.536666666666672,14.253333333333334,29.276666666666674,26.157333333333334,1.5616666666666656,-4.309833333333334,-0.740000000000002
2020-03-28 17:00:00,11.757499999999999,16.118333333333332,20.6825,11.37633333333333,22.055999999999994,19.443333333333335,0.3811666666666689,-3.325000000000003,-1.3734999999999928
2020-03-28 18:00:00,13.256666666666666,17.945833333333333,22.424166666666665,11.867,23.46933333333333,20.652999999999995,1.389666666666665,-2.7071666666666623,-1.0451666666666668
2020-03-28 19:00:00,10.517499999999998,14.632500000000002,18.6875,10.517000000000001,19.731333333333332,17.711666666666666,0.0004999999999970584,-3.079166666666664,-1.0438333333333318
2020-03-28 20:00:00,8.769166666666667,12.32,15.660833333333334,10.265666666666672,19.24133333333333,17.131333333333338,-1.4965000000000046,-4.811333333333337,-3.5804999999999954
2020-03-28 21:00:00,9.060833333333333,12.578333333333333,15.748333333333333,9.903333333333329,18.513666666666666,16.563000000000002,-0.8424999999999958,-3.9846666666666692,-2.7653333333333325
2020-03-28 22:00:00,7.679166666666667,10.926666666666668,13.671666666666667,7.253333333333336,13.405333333333326,12.005666666666666,0.4258333333333315,-1.0789999999999988,0.26633333333334086
2020-03-28 23:00:00,6.9425,9.958333333333334,12.4925,7.459333333333336,14.126999999999997,12.518333333333333,-0.5168333333333361,-2.5599999999999987,-1.6344999999999974
2020-03-29 00:00:00,8.5325,11.6575,14.463333333333333,7.154642857142861,13.567142857142855,11.94035714285714,1.37785714285714,-0.28285714285713937,0.896190476190478
2020-03-29 01:00:00,8.001666666666667,10.9925,13.945,7.547000000000002,14.395999999999999,12.55599999999999,0.45466666666666455,-1.5634999999999906,-0.45099999999999874
2020-03-29 02:00:00,8.626666666666665,11.693333333333333,14.599166666666667,7.417333333333336,14.904666666666659,12.836333333333327,1.209333333333329,-1.1429999999999936,-0.30549999999999145
2020-03-29 03:00:00,7.305,10.168333333333335,12.725833333333334,6.824666666666665,13.325333333333328,11.561333333333332,0.48033333333333506,-1.3929999999999971,-0.5994999999999937
2020-03-29 04:00:00,8.649166666666666,11.908333333333333,14.897499999999999,7.941666666666669,15.982999999999986,13.76,0.7074999999999969,-1.8516666666666666,-1.0854999999999873
2020-03-29 05:00:00,8.583333333333334,11.883333333333333,14.959999999999999,8.526000000000002,17.59,15.202333333333335,0.05733333333333235,-3.3190000000000026,-2.630000000000001
2020-03-29 06:00:00,7.842500000000001,11.025,14.094166666666668,7.705333333333333,15.10466666666667,13.053000000000003,0.1371666666666682,-2.0280000000000022,-1.0105000000000022
2020-03-29 07:00:00,8.7175,11.921666666666667,14.793333333333331,7.490666666666666,14.65033333333334,12.690333333333326,1.2268333333333334,-0.7686666666666593,0.1429999999999918
2020-03-29 08:00:00,8.42,11.669166666666667,14.71,7.8980000000000015,16.113333333333333,13.736,0.5219999999999985,-2.0668333333333333,-1.4033333333333324
2020-03-29 09:00:00,7.644166666666666,10.6625,13.369166666666667,7.537666666666664,14.739333333333331,12.78466666666667,0.10650000000000226,-2.1221666666666703,-1.3701666666666643
2020-03-29 10:00:00,7.784166666666667,10.651666666666667,13.163333333333334,6.839666666666669,13.060666666666668,11.684333333333337,0.9444999999999979,-1.0326666666666693,0.10266666666666602
2020-03-29 11:00:00,6.508333333333334,9.264166666666666,11.496666666666664,6.811333333333335,13.32133333333333,11.651999999999997,-0.3030000000000008,-2.3878333333333313,-1.8246666666666655
2020-03-29 12:00:00,6.796666666666667,9.565000000000003,11.74,6.576999999999997,12.394666666666671,11.099000000000002,0.21966666666666956,-1.533999999999999,-0.654666666666671
2020-03-29 13:00:00,7.701666666666668,10.8225,13.658333333333331,6.58333333333333,12.63166666666666,11.204333333333327,1.1183333333333376,-0.3818333333333275,1.0266666666666708
2020-03-29 14:00:00,6.577499999999998,9.343333333333334,11.647499999999999,6.392000000000002,12.452666666666671,10.993000000000002,0.18549999999999578,-1.6496666666666684,-0.8051666666666719
2020-03-29 15:00:00,6.774999999999999,9.690000000000001,12.345833333333333,6.828666666666665,13.154999999999998,11.794999999999991,-0.05366666666666653,-2.1049999999999898,-0.8091666666666644
2020-03-29 16:00:00,9.25,12.908333333333333,16.33083333333333,8.520999999999999,16.866666666666664,14.85566666666666,0.729000000000001,-1.9473333333333276,-0.5358333333333327
2020-03-29 17:00:00,7.299166666666667,10.359166666666665,12.979999999999999,7.589666666666669,14.767333333333331,12.986666666666668,-0.29050000000000153,-2.627500000000003,-1.7873333333333328
2020-03-29 18:00:00,5.836666666666666,8.311666666666667,10.433333333333335,5.951333333333334,11.15266666666666,10.054666666666662,-0.11466666666666825,-1.742999999999995,-0.7193333333333243
2020-03-29 19:00:00,4.083333333333333,6.344166666666666,8.099166666666667,4.070333333333332,7.644666666666666,6.9300000000000015,0.013000000000000789,-0.5858333333333352,0.45450000000000124
2020-03-29 20:00:00,4.198333333333333,6.409999999999999,8.024166666666666,5.288,9.612,8.690333333333335,-1.089666666666667,-2.2803333333333358,-1.587833333333334
2020-03-29 21:00:00,4.710833333333333,7.080833333333332,8.815833333333332,5.062666666666662,9.32766666666667,8.355333333333338,-0.351833333333329,-1.274500000000006,-0.5118333333333371
2020-03-29 22:00:00,4.117500000000001,6.239166666666666,7.8933333333333335,4.765666666666665,9.023000000000003,7.90533333333333,-0.6481666666666648,-1.6661666666666646,-1.1296666666666697
2020-03-29 23:00:00,2.3400000000000003,3.8372727272727265,4.915454545454545,2.6556666666666677,5.342666666666665,4.705,-0.31566666666666743,-0.8677272727272736,-0.42721212121212027
2020-03-30 00:00:00,0.4708333333333334,1.4733333333333334,1.9916666666666665,1.7183333333333337,3.875666666666667,3.284666666666667,-1.2475000000000003,-1.8113333333333335,-1.8840000000000006
2020-03-30 01:00:00,1.0733333333333335,2.3625,2.9741666666666666,2.0023333333333335,4.024333333333333,3.4093333333333335,-0.929,-1.0468333333333337,-1.0501666666666662
2020-03-30 02:00:00,1.0874999999999997,2.108333333333333,2.481666666666667,1.2083333333333335,2.6270000000000002,2.298000000000001,-0.12083333333333379,-0.18966666666666798,-0.14533333333333331
2020-03-30 03:00:00,1.1475000000000002,2.305,2.8541666666666665,1.2316666666666665,2.742333333333336,2.3663333333333343,-0.08416666666666628,-0.06133333333333413,0.11183333333333056
2020-03-30 04:00:00,0.68,1.6883333333333332,2.2,0.9429999999999997,2.4173333333333336,1.9563333333333335,-0.2629999999999997,-0.26800000000000024,-0.21733333333333338
2020-03-30 05:00:00,1.2383333333333333,2.145,2.4975,0.8796666666666668,2.267666666666666,1.8549999999999993,0.35866666666666647,0.2900000000000007,0.229833333333334
2020-03-30 06:00:00,0.5227272727272727,1.4545454545454548,1.842727272727273,0.5513333333333333,1.8449999999999998,1.4220000000000004,-0.028606060606060635,0.03254545454545443,-0.00227272727272676
2020-03-30 07:00:00,1.2558333333333334,2.199166666666667,2.5675000000000003,0.5713333333333335,1.606666666666666,1.3583333333333327,0.6844999999999999,0.8408333333333344,0.9608333333333343
2020-03-30 08:00:00,1.6749999999999998,2.5083333333333333,2.8866666666666667,0.5719999999999998,1.653666666666667,1.349,1.103,1.1593333333333333,1.2329999999999997
2020-03-30 09:00:00,1.7083333333333333,2.6183333333333336,2.9141666666666666,0.3913333333333334,1.503000000000001,1.1653333333333333,1.3169999999999997,1.4530000000000003,1.4111666666666656
2020-03-30 10:00:00,1.0724999999999998,1.9275000000000002,2.2524999999999995,0.2523333333333333,1.3596666666666666,1.0136666666666663,0.8201666666666665,0.9138333333333339,0.8928333333333329
2020-03-30 11:00:00,0.37333333333333335,1.2025,1.4133333333333333,0.1596666666666667,1.0446666666666673,0.7836666666666671,0.21366666666666664,0.41883333333333284,0.36866666666666603
2020-03-30 12:00:00,0.3858333333333333,1.2633333333333334,1.4625000000000001,0.269,1.1619999999999995,0.9029999999999999,0.11683333333333329,0.3603333333333335,0.30050000000000066
